packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.002980426081472001,314,-1,1,inf,0.013482465302817107,0.0,-314.0,-314.0
1,0.016462891384289108,278,1,1,0.013482465302817107,0.010491744040401332,0.013482465302817107,278.0,-36.0
2,0.02695463542469044,271,-1,1,0.010491744040401332,0.017695288345808725,0.02397420934321844,-271.0,-307.0
3,0.044649923770499166,307,1,1,0.017695288345808725,0.016355640089235006,0.04166949768902716,307.0,0.0
4,0.06100556385973417,302,-1,1,0.016355640089235006,0.037453404566213475,0.05802513777826217,-302.0,-302.0
5,0.09845896842594765,286,1,1,0.037453404566213475,0.08205275106285814,0.09547854234447564,286.0,-16.0
6,0.1805117194888058,300,-1,1,0.08205275106285814,0.042777806654476225,0.17753129340733378,-300.0,-316.0
7,0.223289526143282,302,1,1,0.042777806654476225,0.04298839091632578,0.22030910006181,302.0,-14.0
8,0.2662779170596078,310,-1,1,0.04298839091632578,0.09511553856784788,0.2632974909781358,-310.0,-324.0
9,0.3613934556274557,337,1,1,0.09511553856784788,0.007281765071683599,0.3584130295459837,337.0,13.0
10,0.36867522069913927,305,-1,1,0.007281765071683599,0.09102355430270792,0.3656947946176673,-305.0,-292.0
11,0.4596987750018472,307,1,1,0.09102355430270792,0.03738188645548085,0.4567183489203752,307.0,15.0
12,0.49708066145732804,313,-1,1,0.03738188645548085,0.02905574731235111,0.49410023537585607,-313.0,-298.0
13,0.5261364087696792,311,1,1,0.02905574731235111,0.07454218162434356,0.5231559826882072,311.0,13.0
14,0.6006785903940227,310,1,1,0.07454218162434356,0.08151841558860884,0.5976981643125507,310.0,323.0
15,0.6821970059826316,303,-1,1,0.08151841558860884,0.09035139573114759,0.6792165799011596,-303.0,20.0
16,0.7725484017137791,281,-1,1,0.09035139573114759,0.09302290230256671,0.7695679756323072,-281.0,-261.0
17,0.8655713040163459,311,1,1,0.09302290230256671,0.007835852145870903,0.8625908779348739,311.0,50.0
18,0.8734071561622168,269,-1,1,0.007835852145870903,0.08203397638629206,0.8704267300807448,-269.0,-219.0
19,0.9554411325485088,282,-1,1,0.08203397638629206,0.049044873171637304,0.9524607064670368,-282.0,-501.0
20,1.0044860057201461,322,1,1,0.049044873171637304,0.023240937817464502,1.001505579638674,322.0,-179.0
21,1.0277269435376106,356,-1,1,0.023240937817464502,0.04778603276097049,1.0247465174561385,-356.0,-535.0
22,1.0755129762985811,311,1,1,0.04778603276097049,0.020287095416789747,1.072532550217109,311.0,-224.0
23,1.0958000717153709,309,-1,1,0.020287095416789747,0.06662373147960654,1.0928196456338988,-309.0,-533.0
24,1.1624238031949774,301,-1,1,0.06662373147960654,0.006243573882052766,1.1594433771135053,-301.0,-834.0
25,1.1686673770770302,282,-1,1,0.006243573882052766,0.004334510575428441,1.165686950995558,-282.0,-1116.0
26,1.1730018876524586,319,-1,1,0.004334510575428441,0.10999236747718855,1.1700214615709865,-319.0,-1435.0
27,1.2829942551296472,293,1,1,0.10999236747718855,0.0072655915255843695,1.280013829048175,293.0,-1142.0
28,1.2902598466552315,297,-1,1,0.0072655915255843695,0.09007002253235985,1.2872794205737594,-297.0,-1439.0
29,1.3803298691875914,297,-1,1,0.09007002253235985,0.13656707485073638,1.3773494431061193,-297.0,-1736.0
30,1.5168969440383278,288,1,1,0.13656707485073638,0.18772928410979284,1.5139165179568557,288.0,-1448.0
31,1.7046262281481206,295,-1,1,0.18772928410979284,0.07176523550754355,1.7016458020666485,-295.0,-1743.0
32,1.7763914636556641,311,1,1,0.07176523550754355,0.013341221200038333,1.773411037574192,311.0,-1432.0
33,1.7897326848557025,328,1,1,0.013341221200038333,0.026619546953449813,1.7867522587742304,328.0,-1104.0
34,1.8163522318091523,300,-1,1,0.026619546953449813,0.0318479078118965,1.8133718057276802,-300.0,-1404.0
35,1.8482001396210488,292,1,1,0.0318479078118965,0.17901247470955672,1.8452197135395767,292.0,-1112.0
36,2.0272126143306055,293,1,1,0.17901247470955672,0.1420092077492785,2.0242321882491336,293.0,-819.0
37,2.169221822079884,266,-1,1,0.1420092077492785,0.030061167101239405,2.166241395998412,-266.0,-1085.0
38,2.1992829891811234,284,1,1,0.030061167101239405,0.20508710678032038,2.1963025630996516,284.0,-801.0
39,2.404370095961444,294,-1,1,0.20508710678032038,0.027996306952583705,2.401389669879972,-294.0,-1095.0
40,2.4323664029140275,271,-1,1,0.027996306952583705,0.005163800339838875,2.4293859768325556,-271.0,-1366.0
41,2.4375302032538664,318,1,1,0.005163800339838875,0.07355576880623937,2.4345497771723945,318.0,-1048.0
42,2.5110859720601058,325,-1,1,0.07355576880623937,0.06493665925956815,2.508105545978634,-325.0,-1373.0
43,2.576022631319674,307,1,1,0.06493665925956815,0.22856660440568133,2.573042205238202,307.0,-1066.0
44,2.8045892357253552,313,-1,1,0.22856660440568133,0.04218644681773043,2.8016088096438834,-313.0,-1379.0
45,2.8467756825430857,279,-1,1,0.04218644681773043,0.1877654072806174,2.843795256461614,-279.0,-1658.0
46,3.034541089823703,321,1,1,0.1877654072806174,0.008559256641079038,3.031560663742231,321.0,-1337.0
47,3.043100346464782,321,1,1,0.008559256641079038,0.011241820959395632,3.0401199203833102,321.0,-1016.0
48,3.0543421674241777,316,1,1,0.011241820959395632,0.15339266062282952,3.051361741342706,316.0,-700.0
49,3.2077348280470073,273,-1,1,0.15339266062282952,0.19981728964662437,3.2047544019655354,-273.0,-973.0
50,3.4075521176936316,307,1,1,0.19981728964662437,0.04539349928317504,3.40457169161216,307.0,-666.0
51,3.4529456169768067,288,1,1,0.04539349928317504,0.01035133684565226,3.449965190895335,288.0,-378.0
52,3.463296953822459,328,1,1,0.01035133684565226,0.19564167289060652,3.460316527740987,328.0,-50.0
53,3.6589386267130655,291,1,1,0.19564167289060652,inf,3.6559582006315936,291.0,241.0
