packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.08642532999229925,140,1,1,inf,0.000904881427203727,0.0,140.0,140.0
1,0.08733021141950298,146,1,1,0.000904881427203727,0.12345781461745048,0.000904881427203727,146.0,286.0
2,0.21078802603695346,174,-1,1,0.12345781461745048,0.0636088075013253,0.1243626960446542,-174.0,112.0
3,0.27439683353827876,143,1,1,0.0636088075013253,0.1446437522379181,0.18797150354597952,143.0,255.0
4,0.41904058577619685,148,-1,1,0.1446437522379181,0.06299708677076588,0.3326152557838976,-148.0,107.0
5,0.4820376725469627,151,-1,1,0.06299708677076588,0.03133432573425965,0.3956123425546635,-151.0,-44.0
6,0.5133719982812224,148,1,1,0.03133432573425965,0.1781963144331512,0.42694666828892314,148.0,104.0
7,0.6915683127143736,175,1,1,0.1781963144331512,0.08014563530096996,0.6051429827220743,175.0,279.0
8,0.7717139480153435,158,-1,1,0.08014563530096996,0.00726583268171932,0.6852886180230443,-158.0,121.0
9,0.7789797806970629,130,1,1,0.00726583268171932,0.0639559093425397,0.6925544507047636,130.0,251.0
10,0.8429356900396026,166,-1,1,0.0639559093425397,0.13577645544704053,0.7565103600473033,-166.0,85.0
11,0.9787121454866431,163,1,1,0.13577645544704053,0.02131388633213771,0.8922868154943439,163.0,248.0
12,1.0000260318187808,125,1,1,0.02131388633213771,0.06242024498475973,0.9136007018264816,125.0,373.0
13,1.0624462768035405,153,1,1,0.06242024498475973,0.02618360548790566,0.9760209468112413,153.0,526.0
14,1.0886298822914462,147,-1,1,0.02618360548790566,0.07097798142365153,1.002204552299147,-147.0,379.0
15,1.1596078637150977,142,1,1,0.07097798142365153,0.023391170996082566,1.0731825337227985,142.0,521.0
16,1.1829990347111803,161,-1,1,0.023391170996082566,0.00505611884984325,1.096573704718881,-161.0,360.0
17,1.1880551535610235,156,1,1,0.00505611884984325,0.07316008897329151,1.1016298235687243,156.0,516.0
18,1.261215242534315,148,-1,1,0.07316008897329151,0.018907835530678208,1.1747899125420158,-148.0,368.0
19,1.2801230780649933,128,-1,1,0.018907835530678208,0.050469990354793826,1.193697748072694,-128.0,240.0
20,1.330593068419787,131,-1,1,0.050469990354793826,0.011357785565407452,1.2441677384274878,-131.0,109.0
21,1.3419508539851945,133,1,1,0.011357785565407452,0.07129627753946255,1.2555255239928953,133.0,242.0
22,1.413247131524657,170,-1,1,0.07129627753946255,0.010773581504714747,1.3268218015323578,-170.0,72.0
23,1.4240207130293718,153,1,1,0.010773581504714747,0.03406860681398305,1.3375953830370726,153.0,225.0
24,1.4580893198433549,154,-1,1,0.03406860681398305,0.026365109595782865,1.3716639898510556,-154.0,71.0
25,1.4844544294391377,141,-1,1,0.026365109595782865,0.34316956203582216,1.3980290994468385,-141.0,-70.0
26,1.82762399147496,151,-1,1,0.34316956203582216,0.032617184179440706,1.7411986614826607,-151.0,-221.0
27,1.8602411756544006,150,-1,1,0.032617184179440706,0.026608044112125917,1.7738158456621014,-150.0,-371.0
28,1.8868492197665265,160,1,1,0.026608044112125917,0.009602251930345584,1.8004238897742273,160.0,-211.0
29,1.8964514716968721,135,1,1,0.009602251930345584,0.08441251065355004,1.8100261417045729,135.0,-76.0
30,1.9808639823504222,151,-1,1,0.08441251065355004,0.05411586178934957,1.894438652358123,-151.0,-227.0
31,2.0349798441397717,168,1,1,0.05411586178934957,0.045861787862685244,1.9485545141474725,168.0,-59.0
32,2.080841632002457,151,1,1,0.045861787862685244,0.1676619766157561,1.9944163020101577,151.0,92.0
33,2.248503608618213,145,1,1,0.1676619766157561,0.03421523417536099,2.1620782786259136,145.0,237.0
34,2.282718842793574,155,1,1,0.03421523417536099,0.12636930896326692,2.1962935128012746,155.0,392.0
35,2.409088151756841,157,-1,1,0.12636930896326692,0.09491964676283127,2.3226628217645415,-157.0,235.0
36,2.5040077985196723,145,-1,1,0.09491964676283127,0.05567122023615534,2.417582468527373,-145.0,90.0
37,2.5596790187558276,145,1,1,0.05567122023615534,0.139381444528639,2.473253688763528,145.0,235.0
38,2.6990604632844666,167,-1,1,0.139381444528639,0.05582887758421329,2.612635133292167,-167.0,68.0
39,2.75488934086868,150,-1,1,0.05582887758421329,0.055928505167387677,2.6684640108763804,-150.0,-82.0
40,2.8108178460360675,161,1,1,0.055928505167387677,0.044926723060935814,2.724392516043768,161.0,79.0
41,2.8557445690970034,145,1,1,0.044926723060935814,0.016645428393908812,2.769319239104704,145.0,224.0
42,2.872389997490912,146,-1,1,0.016645428393908812,0.27676461473119707,2.7859646674986127,-146.0,78.0
43,3.1491546122221092,160,-1,1,0.27676461473119707,0.24818298672198225,3.06272928222981,-160.0,-82.0
44,3.3973375989440915,160,-1,1,0.24818298672198225,inf,3.310912268951792,-160.0,-242.0
