packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.033966473332873844,103,-1,1,inf,0.04836356849944425,0.0,-103.0,-103.0
1,0.0823300418323181,112,1,1,0.04836356849944425,0.13829792109186262,0.04836356849944425,112.0,9.0
2,0.22062796292418071,104,-1,1,0.13829792109186262,0.21074475979302162,0.18666148959130688,-104.0,-95.0
3,0.43137272271720234,94,1,1,0.21074475979302162,0.010854709707915522,0.3974062493843285,94.0,-1.0
4,0.44222743242511786,93,1,1,0.010854709707915522,0.009692275771646275,0.408260959092244,93.0,92.0
5,0.45191970819676414,110,1,1,0.009692275771646275,0.0437028010136295,0.4179532348638903,110.0,202.0
6,0.49562250921039364,97,1,1,0.0437028010136295,0.08025519947866144,0.4616560358775198,97.0,299.0
7,0.5758777086890551,95,-1,1,0.08025519947866144,0.0034203418093624594,0.5419112353561812,-95.0,204.0
8,0.5792980504984175,96,-1,1,0.0034203418093624594,0.3472535455782815,0.5453315771655437,-96.0,108.0
9,0.926551596076699,99,-1,1,0.3472535455782815,0.03871300886533402,0.8925851227438252,-99.0,9.0
10,0.965264604942033,101,1,1,0.03871300886533402,0.025008149817369985,0.9312981316091592,101.0,110.0
11,0.990272754759403,107,-1,1,0.025008149817369985,0.015229362763011567,0.9563062814265292,-107.0,3.0
12,1.0055021175224146,101,1,1,0.015229362763011567,0.010232061535490056,0.9715356441895407,101.0,104.0
13,1.0157341790579046,85,1,1,0.010232061535490056,0.4137810133172608,0.9817677057250308,85.0,189.0
14,1.4295151923751654,90,-1,1,0.4137810133172608,0.030156591190069637,1.3955487190422915,-90.0,99.0
15,1.459671783565235,91,-1,1,0.030156591190069637,0.07700768683592796,1.4257053102323611,-91.0,8.0
16,1.536679470401163,95,-1,1,0.07700768683592796,0.05940734950373261,1.502712997068289,-95.0,-87.0
17,1.5960868199048956,91,1,1,0.05940734950373261,0.010488184036425041,1.5621203465720217,91.0,4.0
18,1.6065750039413207,115,-1,1,0.010488184036425041,0.04343456569703674,1.5726085306084467,-115.0,-111.0
19,1.6500095696383574,103,-1,1,0.04343456569703674,0.0633462622093326,1.6160430963054835,-103.0,-214.0
20,1.71335583184769,85,1,1,0.0633462622093326,0.183973278475847,1.679389358514816,85.0,-129.0
21,1.897329110323537,104,-1,1,0.183973278475847,0.23501772892135975,1.863362636990663,-104.0,-233.0
22,2.1323468392448968,96,1,1,0.23501772892135975,0.003828291220734581,2.098380365912023,96.0,-137.0
23,2.1361751304656313,103,-1,1,0.003828291220734581,0.07099179237661613,2.1022086571327576,-103.0,-240.0
24,2.2071669228422475,102,-1,1,0.07099179237661613,0.01825385960034609,2.1732004495093737,-102.0,-342.0
25,2.2254207824425936,99,1,1,0.01825385960034609,0.15098234620756212,2.19145430910972,99.0,-243.0
26,2.3764031286501557,95,1,1,0.15098234620756212,0.20019865159259975,2.342436655317282,95.0,-148.0
27,2.5766017802427554,94,-1,1,0.20019865159259975,0.053000287703354854,2.5426353069098817,-94.0,-242.0
28,2.6296020679461103,122,-1,1,0.053000287703354854,0.015079101290917052,2.5956355946132366,-122.0,-364.0
29,2.6446811692370273,114,1,1,0.015079101290917052,0.0033786784399123526,2.6107146959041536,114.0,-250.0
30,2.6480598476769397,79,-1,1,0.0033786784399123526,0.4049847016753909,2.614093374344066,-79.0,-329.0
31,3.0530445493523306,99,-1,1,0.4049847016753909,0.04672725632570218,3.019078076019457,-99.0,-428.0
32,3.099771805678033,91,-1,1,0.04672725632570218,0.05448571318004802,3.065805332345159,-91.0,-519.0
33,3.154257518858081,113,-1,1,0.05448571318004802,0.005191255456770794,3.120291045525207,-113.0,-632.0
34,3.1594487743148516,83,-1,1,0.005191255456770794,0.04549118551458298,3.125482300981978,-83.0,-715.0
35,3.2049399598294346,104,-1,1,0.04549118551458298,0.0016767770345302857,3.170973486496561,-104.0,-819.0
36,3.206616736863965,93,1,1,0.0016767770345302857,0.026232930110754893,3.172650263531091,93.0,-726.0
37,3.2328496669747198,101,1,1,0.026232930110754893,0.14477940864643912,3.198883193641846,101.0,-625.0
38,3.377629075621159,96,-1,1,0.14477940864643912,0.2884611728599995,3.343662602288285,-96.0,-721.0
39,3.6660902484811584,102,1,1,0.2884611728599995,0.13862913562048051,3.6321237751482847,102.0,-619.0
40,3.804719384101639,94,-1,1,0.13862913562048051,0.0414612547830715,3.770752910768765,-94.0,-713.0
41,3.8461806388847104,108,1,1,0.0414612547830715,0.06724605066796796,3.8122141655518367,108.0,-605.0
42,3.9134266895526784,115,1,1,0.06724605066796796,0.0413978923165752,3.8794602162198046,115.0,-490.0
43,3.9548245818692536,114,-1,1,0.0413978923165752,0.01978294988306084,3.92085810853638,-114.0,-604.0
44,3.9746075317523144,98,-1,1,0.01978294988306084,0.018751895833592602,3.9406410584194407,-98.0,-702.0
45,3.993359427585907,86,-1,1,0.018751895833592602,0.062259734621997964,3.9593929542530333,-86.0,-788.0
46,4.055619162207905,97,-1,1,0.062259734621997964,0.2076031025268188,4.021652688875031,-97.0,-885.0
47,4.263222264734724,92,-1,1,0.2076031025268188,0.28845442871509785,4.22925579140185,-92.0,-977.0
48,4.551676693449822,105,1,1,0.28845442871509785,0.09371387132903486,4.517710220116948,105.0,-872.0
49,4.6453905647788565,91,-1,1,0.09371387132903486,0.09079640111724441,4.611424091445983,-91.0,-963.0
50,4.736186965896101,103,-1,1,0.09079640111724441,0.15308312136443725,4.702220492563227,-103.0,-1066.0
51,4.889270087260538,99,-1,1,0.15308312136443725,inf,4.855303613927664,-99.0,-1165.0
