packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.07719753980233934,222,-1,1,inf,0.00902483766473458,0.0,-222.0,-222.0
1,0.08622237746707392,235,-1,1,0.00902483766473458,0.19607277287539818,0.00902483766473458,-235.0,-457.0
2,0.2822951503424721,247,-1,1,0.19607277287539818,0.02233865059370016,0.20509761054013276,-247.0,-704.0
3,0.30463380093617226,242,-1,1,0.02233865059370016,0.08970041650013333,0.22743626113383292,-242.0,-946.0
4,0.3943342174363056,254,-1,1,0.08970041650013333,0.23237373152023066,0.31713667763396625,-254.0,-1200.0
5,0.6267079489565363,256,-1,1,0.23237373152023066,0.04641749697758557,0.5495104091541969,-256.0,-1456.0
6,0.6731254459341218,240,-1,1,0.04641749697758557,0.270366232166551,0.5959279061317825,-240.0,-1696.0
7,0.9434916781006728,245,1,1,0.270366232166551,0.15698817666513176,0.8662941382983335,245.0,-1451.0
8,1.1004798547658046,275,-1,1,0.15698817666513176,0.029550315180749243,1.0232823149634651,-275.0,-1726.0
9,1.1300301699465538,282,-1,1,0.029550315180749243,0.13755953714548297,1.0528326301442146,-282.0,-2008.0
10,1.2675897070920368,239,-1,1,0.13755953714548297,0.05461692679651087,1.1903921672896973,-239.0,-2247.0
11,1.3222066338885476,300,-1,1,0.05461692679651087,0.14348953320087254,1.2450090940862082,-300.0,-2547.0
12,1.4656961670894202,252,-1,1,0.14348953320087254,0.1441090344081224,1.3884986272870807,-252.0,-2799.0
13,1.6098052014975426,263,-1,1,0.1441090344081224,0.015156559699854855,1.5326076616952031,-263.0,-3062.0
14,1.6249617611973974,268,-1,1,0.015156559699854855,0.11520477400909201,1.5477642213950582,-268.0,-3330.0
15,1.7401665352064895,244,1,1,0.11520477400909201,0.00442325906451102,1.66296899540415,244.0,-3086.0
16,1.7445897942710005,284,1,1,0.00442325906451102,0.06810607873892294,1.6673922544686612,284.0,-2802.0
17,1.8126958730099234,265,1,1,0.06810607873892294,0.019884255452240707,1.735498333207584,265.0,-2537.0
18,1.8325801284621641,232,1,1,0.019884255452240707,0.00452262949214588,1.7553825886598249,232.0,-2305.0
19,1.83710275795431,249,-1,1,0.00452262949214588,0.05523287264625121,1.7599052181519705,-249.0,-2554.0
20,1.8923356306005612,250,1,1,0.05523287264625121,0.16746326042535475,1.815138090798222,250.0,-2304.0
21,2.059798891025916,252,1,1,0.16746326042535475,0.03676567753237814,1.9826013512235767,252.0,-2052.0
22,2.096564568558294,228,-1,1,0.03676567753237814,0.026836641858105192,2.019367028755955,-228.0,-2280.0
23,2.1234012104163993,249,1,1,0.026836641858105192,0.0035961971581026653,2.04620367061406,249.0,-2031.0
24,2.126997407574502,242,1,1,0.0035961971581026653,0.028513342495032123,2.0497998677721627,242.0,-1789.0
25,2.155510750069534,249,1,1,0.028513342495032123,0.1515923138618258,2.078313210267195,249.0,-1540.0
26,2.30710306393136,256,-1,1,0.1515923138618258,0.12214076627482306,2.2299055241290207,-256.0,-1796.0
27,2.429243830206183,238,1,1,0.12214076627482306,0.08782369300227666,2.3520462904038437,238.0,-1558.0
28,2.5170675232084596,235,1,1,0.08782369300227666,0.4183518871980336,2.4398699834061204,235.0,-1323.0
29,2.9354194104064932,249,1,1,0.4183518871980336,0.09521461991604019,2.858221870604154,249.0,-1074.0
30,3.0306340303225334,248,-1,1,0.09521461991604019,0.3187564817282893,2.953436490520194,-248.0,-1322.0
31,3.3493905120508227,236,1,1,0.3187564817282893,0.06675388073088717,3.2721929722484835,236.0,-1086.0
32,3.41614439278171,254,1,1,0.06675388073088717,0.3037900838620522,3.3389468529793707,254.0,-832.0
33,3.719934476643762,267,1,1,0.3037900838620522,0.13849332420928473,3.642736936841423,267.0,-565.0
34,3.858427800853047,257,-1,1,0.13849332420928473,0.06182327219317729,3.7812302610507076,-257.0,-822.0
35,3.920251073046224,253,-1,1,0.06182327219317729,0.05056001732784621,3.843053533243885,-253.0,-1075.0
36,3.9708110903740703,240,-1,1,0.05056001732784621,0.08490002327184243,3.893613550571731,-240.0,-1315.0
37,4.055711113645913,254,-1,1,0.08490002327184243,0.2126041871295099,3.9785135738435735,-254.0,-1569.0
38,4.268315300775423,233,-1,1,0.2126041871295099,0.0303827977075235,4.191117760973083,-233.0,-1802.0
39,4.298698098482946,279,-1,1,0.0303827977075235,0.11499665545027948,4.2215005586806065,-279.0,-2081.0
40,4.413694753933226,248,1,1,0.11499665545027948,0.07520465239739949,4.336497214130886,248.0,-1833.0
41,4.488899406330625,264,-1,1,0.07520465239739949,0.014463519439218864,4.411701866528285,-264.0,-2097.0
42,4.503362925769844,253,1,1,0.014463519439218864,0.23215691156427987,4.426165385967504,253.0,-1844.0
43,4.735519837334124,282,-1,1,0.23215691156427987,0.15196220864033094,4.658322297531784,-282.0,-2126.0
44,4.887482045974455,294,1,1,0.15196220864033094,0.05656430455718997,4.810284506172115,294.0,-1832.0
45,4.944046350531645,233,1,1,0.05656430455718997,0.07037158009890288,4.866848810729305,233.0,-1599.0
46,5.014417930630548,232,1,1,0.07037158009890288,0.1210215688187457,4.937220390828208,232.0,-1367.0
47,5.135439499449293,295,1,1,0.1210215688187457,0.06448395592123912,5.058241959646954,295.0,-1072.0
48,5.1999234553705325,243,1,1,0.06448395592123912,0.040681490423098765,5.122725915568193,243.0,-829.0
49,5.240604945793631,258,-1,1,0.040681490423098765,inf,5.1634074059912916,-258.0,-1087.0
