packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.1360098652658573,156,1,1,inf,0.035693350094596926,0.0,156.0,156.0
1,0.17170321536045421,172,1,1,0.035693350094596926,0.02883441309178289,0.035693350094596926,172.0,328.0
2,0.2005376284522371,163,1,1,0.02883441309178289,0.05315511145656371,0.06452776318637982,163.0,491.0
3,0.2536927399088008,168,1,1,0.05315511145656371,0.020590174401563854,0.11768287464294352,168.0,659.0
4,0.27428291431036467,151,1,1,0.020590174401563854,0.11145676361813955,0.13827304904450738,151.0,810.0
5,0.3857396779285042,153,-1,1,0.11145676361813955,0.06751200807834268,0.24972981266264693,-153.0,657.0
6,0.4532516860068469,147,-1,1,0.06751200807834268,0.10446652251637772,0.3172418207409896,-147.0,510.0
7,0.5577182085232246,138,-1,1,0.10446652251637772,0.0172895538466471,0.42170834325736734,-138.0,372.0
8,0.5750077623698717,136,1,1,0.0172895538466471,0.23963652416098236,0.43899789710401443,136.0,508.0
9,0.8146442865308541,149,1,1,0.23963652416098236,0.008428769790472912,0.6786344212649968,149.0,657.0
10,0.823073056321327,148,-1,1,0.008428769790472912,0.0359426106520081,0.6870631910554696,-148.0,509.0
11,0.8590156669733351,127,1,1,0.0359426106520081,1.722685762683973e-05,0.7230058017074779,127.0,636.0
12,0.8590328938309619,149,-1,1,1.722685762683973e-05,0.029716654683858756,0.7230230285651047,-149.0,487.0
13,0.8887495485148207,149,-1,1,0.029716654683858756,0.032344048965496364,0.7527396832489635,-149.0,338.0
14,0.921093597480317,146,1,1,0.032344048965496364,0.2523306060418077,0.7850837322144597,146.0,484.0
15,1.1734242035221247,138,-1,1,0.2523306060418077,0.048657217910634154,1.0374143382562675,-138.0,346.0
16,1.2220814214327589,117,-1,1,0.048657217910634154,0.003685610072639678,1.0860715561669017,-117.0,229.0
17,1.2257670315053986,172,-1,1,0.003685610072639678,0.0446263648450016,1.0897571662395413,-172.0,57.0
18,1.2703933963504002,163,-1,1,0.0446263648450016,0.007210671812964531,1.134383531084543,-163.0,-106.0
19,1.2776040681633647,159,1,1,0.007210671812964531,0.12859234543929587,1.1415942028975075,159.0,53.0
20,1.4061964136026606,161,1,1,0.12859234543929587,0.003598933568957907,1.2701865483368033,161.0,214.0
21,1.4097953471716185,178,-1,1,0.003598933568957907,0.052335330934865754,1.2737854819057612,-178.0,36.0
22,1.4621306781064842,150,-1,1,0.052335330934865754,0.031148160069207176,1.326120812840627,-150.0,-114.0
23,1.4932788381756914,145,-1,1,0.031148160069207176,0.13654995130083858,1.3572689729098342,-145.0,-259.0
24,1.62982878947653,124,1,1,0.13654995130083858,0.1157430865737441,1.4938189242106727,124.0,-135.0
25,1.745571876050274,118,1,1,0.1157430865737441,0.05510465058734626,1.6095620107844169,118.0,-17.0
26,1.8006765266376203,148,1,1,0.05510465058734626,0.0012578844425787938,1.6646666613717631,148.0,131.0
27,1.8019344110801991,158,-1,1,0.0012578844425787938,0.0032096026738983596,1.665924545814342,-158.0,-27.0
28,1.8051440137540975,130,1,1,0.0032096026738983596,0.03780183126825487,1.6691341484882403,130.0,103.0
29,1.8429458450223524,132,1,1,0.03780183126825487,0.0013397024291357251,1.7069359797564951,132.0,235.0
30,1.844285547451488,154,-1,1,0.0013397024291357251,0.02442285886922191,1.7082756821856309,-154.0,81.0
31,1.86870840632071,147,-1,1,0.02442285886922191,0.3881514511406643,1.7326985410548528,-147.0,-66.0
32,2.2568598574613743,146,1,1,0.3881514511406643,0.0930176218716352,2.120849992195517,146.0,80.0
33,2.3498774793330095,172,-1,1,0.0930176218716352,0.15879596149409458,2.2138676140671523,-172.0,-92.0
34,2.508673440827104,143,-1,1,0.15879596149409458,0.10583289772849325,2.372663575561247,-143.0,-235.0
35,2.6145063385555973,165,-1,1,0.10583289772849325,0.020738934405922116,2.47849647328974,-165.0,-400.0
36,2.6352452729615194,150,1,1,0.020738934405922116,0.20652782720101204,2.499235407695662,150.0,-250.0
37,2.8417731001625315,150,1,1,0.20652782720101204,0.1580587223218619,2.7057632348966743,150.0,-100.0
38,2.9998318224843934,153,-1,1,0.1580587223218619,0.10434762729585723,2.863821957218536,-153.0,-253.0
39,3.1041794497802506,139,-1,1,0.10434762729585723,0.06714445324477003,2.9681695845143934,-139.0,-392.0
40,3.1713239030250207,158,1,1,0.06714445324477003,0.02864516257682226,3.0353140377591634,158.0,-234.0
