packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.02414105900244405,110,-1,1,inf,0.055954181264869576,0.0,-110.0,-110.0
1,0.08009524026731363,86,1,1,0.055954181264869576,0.25084030715038147,0.055954181264869576,86.0,-24.0
2,0.3309355474176951,118,1,1,0.25084030715038147,0.11768576303755701,0.30679448841525103,118.0,94.0
3,0.4486213104552521,111,-1,1,0.11768576303755701,0.11294879364875965,0.42448025145280804,-111.0,-17.0
4,0.5615701041040118,91,1,1,0.11294879364875965,0.13052521800379546,0.5374290451015677,91.0,74.0
5,0.6920953221078072,98,1,1,0.13052521800379546,0.00896656657956063,0.6679542631053632,98.0,172.0
6,0.7010618886873679,106,1,1,0.00896656657956063,0.10519201254466015,0.6769208296849238,106.0,278.0
7,0.806253901232028,86,1,1,0.10519201254466015,0.09391725654173166,0.782112842229584,86.0,364.0
8,0.9001711577737597,111,-1,1,0.09391725654173166,0.03916892924535198,0.8760300987713157,-111.0,253.0
9,0.9393400870191116,84,1,1,0.03916892924535198,0.018402811192897328,0.9151990280166676,84.0,337.0
10,0.957742898212009,93,-1,1,0.018402811192897328,0.035188051463780234,0.933601839209565,-93.0,244.0
11,0.9929309496757892,99,1,1,0.035188051463780234,0.00010932232289173616,0.9687898906733452,99.0,343.0
12,0.993040271998681,96,1,1,0.00010932232289173616,0.02859026493231609,0.9688992129962369,96.0,439.0
13,1.021630536930997,96,1,1,0.02859026493231609,0.11633391573336893,0.997489477928553,96.0,535.0
14,1.137964452664366,110,-1,1,0.11633391573336893,0.02188861229323802,1.113823393661922,-110.0,425.0
15,1.159853064957604,103,1,1,0.02188861229323802,0.18953979784981922,1.13571200595516,103.0,528.0
16,1.3493928628074232,106,1,1,0.18953979784981922,0.19423672724647667,1.3252518038049792,106.0,634.0
17,1.5436295900538999,87,1,1,0.19423672724647667,0.12278802007508904,1.5194885310514559,87.0,721.0
18,1.666417610128989,105,1,1,0.12278802007508904,0.07710321280636734,1.642276551126545,105.0,826.0
19,1.7435208229353563,103,-1,1,0.07710321280636734,0.0024912505274441443,1.7193797639329123,-103.0,723.0
20,1.7460120734628004,99,-1,1,0.0024912505274441443,0.10771955955988033,1.7218710144603564,-99.0,624.0
21,1.8537316330226807,109,1,1,0.10771955955988033,0.22366363161432634,1.8295905740202367,109.0,733.0
22,2.077395264637007,88,-1,1,0.22366363161432634,0.02537045024401907,2.053254205634563,-88.0,645.0
23,2.102765714881026,95,-1,1,0.02537045024401907,0.10773774291595117,2.078624655878582,-95.0,550.0
24,2.2105034577969773,108,-1,1,0.10773774291595117,0.10065737177949963,2.1863623987945333,-108.0,442.0
25,2.311160829576477,118,-1,1,0.10065737177949963,0.16278731463731688,2.287019770574033,-118.0,324.0
26,2.473948144213794,85,1,1,0.16278731463731688,0.5242902484560426,2.44980708521135,85.0,409.0
27,2.9982383926698364,110,1,1,0.5242902484560426,0.0032199212686636614,2.9740973336673924,110.0,519.0
28,3.0014583139385,94,-1,1,0.0032199212686636614,0.06543381167491846,2.977317254936056,-94.0,425.0
29,3.0668921256134185,101,1,1,0.06543381167491846,0.11746568244711808,3.0427510666109745,101.0,526.0
30,3.1843578080605366,93,1,1,0.11746568244711808,0.045057977678975014,3.1602167490580926,93.0,619.0
31,3.2294157857395116,89,-1,1,0.045057977678975014,0.019532356760737724,3.2052747267370676,-89.0,530.0
32,3.2489481425002493,101,-1,1,0.019532356760737724,0.011567692836222498,3.2248070834978053,-101.0,429.0
33,3.260515835336472,99,-1,1,0.011567692836222498,0.005502609162886696,3.236374776334028,-99.0,330.0
34,3.2660184444993585,103,1,1,0.005502609162886696,0.07760897783231258,3.2418773854969145,103.0,433.0
35,3.343627422331671,96,-1,1,0.07760897783231258,0.10261250207496575,3.319486363329227,-96.0,337.0
36,3.446239924406637,106,-1,1,0.10261250207496575,0.3016444606861839,3.422098865404193,-106.0,231.0
37,3.7478843850928207,88,-1,1,0.3016444606861839,5.882708642701573e-05,3.7237433260903767,-88.0,143.0
38,3.7479432121792478,120,-1,1,5.882708642701573e-05,0.3416624707424045,3.7238021531768037,-120.0,23.0
39,4.089605682921652,103,-1,1,0.3416624707424045,0.03227437023877311,4.065464623919208,-103.0,-80.0
40,4.121880053160425,105,1,1,0.03227437023877311,0.002580611543999467,4.097738994157981,105.0,25.0
41,4.124460664704425,99,-1,1,0.002580611543999467,0.0225099472750383,4.100319605701981,-99.0,-74.0
42,4.146970611979463,104,-1,1,0.0225099472750383,0.09546457611594672,4.122829552977019,-104.0,-178.0
43,4.24243518809541,125,-1,1,0.09546457611594672,0.12507714572703854,4.218294129092966,-125.0,-303.0
44,4.367512333822448,110,1,1,0.12507714572703854,0.4286382932331563,4.343371274820004,110.0,-193.0
45,4.796150627055605,111,1,1,0.4286382932331563,0.06129256312942477,4.772009568053161,111.0,-82.0
46,4.8574431901850295,117,-1,1,0.06129256312942477,0.12967646792924725,4.8333021311825854,-117.0,-199.0
47,4.987119658114277,109,1,1,0.12967646792924725,inf,4.962978599111833,109.0,-90.0
