packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.14396683081451797,302,1,1,inf,0.1397639253663214,0.0,302.0,302.0
1,0.28373075618083937,311,-1,1,0.1397639253663214,0.39744261617480764,0.1397639253663214,-311.0,-9.0
2,0.681173372355647,297,-1,1,0.39744261617480764,0.36222678631062566,0.537206541541129,-297.0,-306.0
3,1.0434001586662727,283,-1,1,0.36222678631062566,0.00409169205268034,0.8994333278517547,-283.0,-589.0
4,1.047491850718953,305,1,1,0.00409169205268034,0.001610019285544162,0.903525019904435,305.0,-284.0
5,1.0491018700044972,294,1,1,0.001610019285544162,0.07837073525862892,0.9051350391899792,294.0,10.0
6,1.127472605263126,343,-1,1,0.07837073525862892,0.0034464763247901153,0.9835057744486081,-343.0,-333.0
7,1.1309190815879162,322,-1,1,0.0034464763247901153,0.10714387634108702,0.9869522507733982,-322.0,-655.0
8,1.2380629579290032,269,-1,1,0.10714387634108702,0.07655084365420861,1.0940961271144853,-269.0,-924.0
9,1.3146138015832118,281,1,1,0.07655084365420861,0.10982875297087902,1.170646970768694,281.0,-643.0
10,1.4244425545540909,295,-1,1,0.10982875297087902,0.058221548067975304,1.280475723739573,-295.0,-938.0
11,1.4826641026220662,334,-1,1,0.058221548067975304,0.031810204871117964,1.3386972718075483,-334.0,-1272.0
12,1.5144743074931841,275,1,1,0.031810204871117964,0.2989132896381972,1.3705074766786662,275.0,-997.0
13,1.8133875971313813,302,-1,1,0.2989132896381972,0.13029442925893808,1.6694207663168634,-302.0,-1299.0
14,1.9436820263903194,307,1,1,0.13029442925893808,0.0006344018061312795,1.7997151955758015,307.0,-992.0
15,1.9443164281964507,308,-1,1,0.0006344018061312795,0.010461386657427907,1.8003495973819328,-308.0,-1300.0
16,1.9547778148538786,306,-1,1,0.010461386657427907,0.09988363998879501,1.8108109840393607,-306.0,-1606.0
17,2.0546614548426736,282,-1,1,0.09988363998879501,0.03397290922192475,1.9106946240281557,-282.0,-1888.0
18,2.0886343640645983,300,1,1,0.03397290922192475,0.05236097895801839,1.9446675332500805,300.0,-1588.0
19,2.1409953430226167,287,-1,1,0.05236097895801839,0.1521111718060304,1.9970285122080988,-287.0,-1875.0
20,2.293106514828647,306,-1,1,0.1521111718060304,0.04371810918807606,2.1491396840141292,-306.0,-2181.0
21,2.336824624016723,293,1,1,0.04371810918807606,0.2601107001819112,2.1928577932022053,293.0,-1888.0
22,2.5969353241986344,283,-1,1,0.2601107001819112,0.12745817002509074,2.4529684933841165,-283.0,-2171.0
23,2.724393494223725,297,-1,1,0.12745817002509074,0.08027978652496026,2.5804266634092072,-297.0,-2468.0
