packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.16730302892320226,188,1,1,inf,0.08695202482879377,0.0,188.0,188.0
1,0.25425505375199603,192,-1,1,0.08695202482879377,0.05922752963479777,0.08695202482879377,-192.0,-4.0
2,0.3134825833867938,177,-1,1,0.05922752963479777,0.1599890668405306,0.14617955446359154,-177.0,-181.0
3,0.4734716502273244,218,-1,1,0.1599890668405306,0.0785858816938092,0.30616862130412215,-218.0,-399.0
4,0.5520575319211336,196,1,1,0.0785858816938092,0.05420008792384279,0.38475450299793135,196.0,-203.0
5,0.6062576198449764,207,1,1,0.05420008792384279,0.0019342529404594577,0.43895459092177413,207.0,4.0
6,0.6081918727854358,194,-1,1,0.0019342529404594577,0.11512972620210804,0.4408888438622336,-194.0,-190.0
7,0.7233215989875439,190,-1,1,0.11512972620210804,0.06696219247038804,0.5560185700643416,-190.0,-380.0
8,0.7902837914579319,189,-1,1,0.06696219247038804,0.024920479634530146,0.6229807625347297,-189.0,-569.0
9,0.8152042710924621,185,1,1,0.024920479634530146,0.07997151937827363,0.6479012421692598,185.0,-384.0
10,0.8951757904707357,228,1,1,0.07997151937827363,0.07393819360267673,0.7278727615475334,228.0,-156.0
11,0.9691139840734124,195,-1,1,0.07393819360267673,0.06685569750722764,0.8018109551502102,-195.0,-351.0
12,1.03596968158064,186,-1,1,0.06685569750722764,0.030521010677778904,0.8686666526574378,-186.0,-537.0
13,1.066490692258419,199,-1,1,0.030521010677778904,0.07492642824320228,0.8991876633352167,-199.0,-736.0
14,1.1414171205016213,232,-1,1,0.07492642824320228,0.41647068884471006,0.974114091578419,-232.0,-968.0
15,1.5578878093463313,190,-1,1,0.41647068884471006,0.09766339354543474,1.390584780423129,-190.0,-1158.0
16,1.655551202891766,235,1,1,0.09766339354543474,0.09930555163511756,1.4882481739685638,235.0,-923.0
17,1.7548567545268836,183,1,1,0.09930555163511756,0.24076445047682715,1.5875537256036814,183.0,-740.0
18,1.9956212050037108,202,1,1,0.24076445047682715,0.3283934163126139,1.8283181760805085,202.0,-538.0
19,2.3240146213163246,191,-1,1,0.3283934163126139,0.08797172760466898,2.1567115923931226,-191.0,-729.0
20,2.4119863489209936,197,1,1,0.08797172760466898,0.018020110036155668,2.244683319997791,197.0,-532.0
21,2.4300064589571493,193,1,1,0.018020110036155668,0.04969117402320844,2.2627034300339472,193.0,-339.0
22,2.4796976329803577,200,-1,1,0.04969117402320844,0.2892362461122353,2.3123946040571557,-200.0,-539.0
23,2.768933879092593,206,1,1,0.2892362461122353,0.042066684309665536,2.601630850169391,206.0,-333.0
24,2.8110005634022586,196,1,1,0.042066684309665536,0.12210184907933996,2.643697534479056,196.0,-137.0
25,2.9331024124815985,197,1,1,0.12210184907933996,0.06215464012876781,2.765799383558396,197.0,60.0
26,2.9952570526103663,208,1,1,0.06215464012876781,0.04890489516932561,2.8279540236871643,208.0,268.0
27,3.044161947779692,200,-1,1,0.04890489516932561,0.07516931454206777,2.87685891885649,-200.0,68.0
28,3.1193312623217597,183,-1,1,0.07516931454206777,0.17242312144803273,2.9520282333985577,-183.0,-115.0
29,3.2917543837697925,202,1,1,0.17242312144803273,0.10174296782964687,3.12445135484659,202.0,87.0
30,3.3934973515994393,183,1,1,0.10174296782964687,0.198696244988672,3.2261943226762373,183.0,270.0
31,3.5921935965881113,207,1,1,0.198696244988672,0.10123241451624843,3.4248905676649093,207.0,477.0
32,3.6934260111043598,216,-1,1,0.10123241451624843,0.7260239367128403,3.5261229821811577,-216.0,261.0
33,4.4194499478172,163,-1,1,0.7260239367128403,0.07293549969930879,4.252146918893998,-163.0,98.0
34,4.492385447516509,213,1,1,0.07293549969930879,0.039692663180831644,4.325082418593307,213.0,311.0
35,4.5320781106973405,208,1,1,0.039692663180831644,0.010399837354399644,4.364775081774138,208.0,519.0
36,4.54247794805174,196,-1,1,0.010399837354399644,0.08364782151958483,4.375174919128538,-196.0,323.0
37,4.626125769571325,232,1,1,0.08364782151958483,0.024233648399361485,4.458822740648123,232.0,555.0
