packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.1275821829722082,94,1,1,inf,0.20085385650018406,0.0,94.0,94.0
1,0.32843603947239225,98,-1,1,0.20085385650018406,0.015864541072189375,0.20085385650018406,-98.0,-4.0
2,0.3443005805445816,102,1,1,0.015864541072189375,0.010912433410824263,0.21671839757237343,102.0,98.0
3,0.3552130139554059,106,1,1,0.010912433410824263,0.06744327515624088,0.2276308309831977,106.0,204.0
4,0.42265628911164677,93,1,1,0.06744327515624088,0.00296137461477447,0.2950741061394386,93.0,297.0
5,0.42561766372642124,105,1,1,0.00296137461477447,0.09035249369945259,0.29803548075421304,105.0,402.0
6,0.5159701574258738,95,-1,1,0.09035249369945259,0.023047722152262473,0.38838797445366563,-95.0,307.0
7,0.5390178795781363,90,1,1,0.023047722152262473,0.022665342060826155,0.4114356966059281,90.0,397.0
8,0.5616832216389624,113,1,1,0.022665342060826155,0.18587064894045757,0.43410103866675426,113.0,510.0
9,0.74755387057942,101,-1,1,0.18587064894045757,0.006354315164635693,0.6199716876072119,-101.0,409.0
10,0.7539081857440557,97,-1,1,0.006354315164635693,0.06916097419242562,0.6263260027718476,-97.0,312.0
11,0.8230691599364813,102,1,1,0.06916097419242562,0.02856401302476619,0.6954869769642731,102.0,414.0
12,0.8516331729612475,111,-1,1,0.02856401302476619,0.039622398172992845,0.7240509899890393,-111.0,303.0
13,0.8912555711342404,93,-1,1,0.039622398172992845,0.000292034841582689,0.7636733881620321,-93.0,210.0
14,0.891547605975823,95,-1,1,0.000292034841582689,0.035018481466188245,0.7639654230036148,-95.0,115.0
15,0.9265660874420113,95,-1,1,0.035018481466188245,0.43343130127221785,0.798983904469803,-95.0,20.0
16,1.3599973887142291,98,-1,1,0.43343130127221785,0.027224545206015804,1.232415205742021,-98.0,-78.0
17,1.387221933920245,107,-1,1,0.027224545206015804,0.1321992649284709,1.2596397509480368,-107.0,-185.0
18,1.5194211988487158,108,1,1,0.1321992649284709,0.3275363842161898,1.3918390158765077,108.0,-77.0
19,1.8469575830649057,94,1,1,0.3275363842161898,0.16898662141540366,1.7193754000926975,94.0,17.0
20,2.0159442044803093,99,-1,1,0.16898662141540366,0.11849122090155495,1.8883620215081012,-99.0,-82.0
21,2.1344354253818643,94,-1,1,0.11849122090155495,0.023660385371849557,2.006853242409656,-94.0,-176.0
22,2.158095810753714,112,-1,1,0.023660385371849557,0.07294877066193894,2.0305136277815055,-112.0,-288.0
23,2.2310445814156528,103,1,1,0.07294877066193894,0.2989153779464111,2.1034623984434444,103.0,-185.0
24,2.529959959362064,96,1,1,0.2989153779464111,0.11906416186962776,2.4023777763898555,96.0,-89.0
25,2.6490241212316916,88,1,1,0.11906416186962776,0.23503554985483488,2.5214419382594833,88.0,-1.0
26,2.8840596710865265,97,-1,1,0.23503554985483488,0.10438185530388466,2.756477488114318,-97.0,-98.0
27,2.988441526390411,96,1,1,0.10438185530388466,0.042358144610852744,2.860859343418203,96.0,-2.0
28,3.030799671001264,101,-1,1,0.042358144610852744,0.0067741358974644506,2.9032174880290555,-101.0,-103.0
29,3.0375738068987284,83,-1,1,0.0067741358974644506,0.024926663627965695,2.90999162392652,-83.0,-186.0
30,3.062500470526694,105,1,1,0.024926663627965695,0.014777318013603491,2.9349182875544857,105.0,-81.0
31,3.0772777885402975,90,-1,1,0.014777318013603491,0.13637344591401135,2.949695605568089,-90.0,-171.0
32,3.213651234454309,91,-1,1,0.13637344591401135,0.04257045390959657,3.0860690514821005,-91.0,-262.0
33,3.2562216883639055,102,-1,1,0.04257045390959657,0.08619546759271568,3.128639505391697,-102.0,-364.0
34,3.342417155956621,102,-1,1,0.08619546759271568,0.018434712998909752,3.214834972984413,-102.0,-466.0
35,3.360851868955531,96,1,1,0.018434712998909752,0.0038711415323180454,3.2332696859833225,96.0,-370.0
36,3.364723010487849,110,-1,1,0.0038711415323180454,0.1699235188207484,3.2371408275156406,-110.0,-480.0
37,3.5346465293085974,103,1,1,0.1699235188207484,0.1673789002829036,3.407064346336389,103.0,-377.0
38,3.702025429591501,100,-1,1,0.1673789002829036,0.02087916097966369,3.5744432466192926,-100.0,-477.0
39,3.7229045905711646,95,-1,1,0.02087916097966369,0.04669082612465747,3.5953224075989563,-95.0,-572.0
40,3.769595416695822,105,1,1,0.04669082612465747,0.13633286476733097,3.6420132337236137,105.0,-467.0
41,3.905928281463153,108,1,1,0.13633286476733097,0.020609935028395476,3.7783460984909447,108.0,-359.0
42,3.9265382164915485,97,-1,1,0.020609935028395476,0.053409050881273235,3.79895603351934,-97.0,-456.0
43,3.979947267372822,124,1,1,0.053409050881273235,0.026267122718722113,3.8523650844006134,124.0,-332.0
44,4.006214390091544,85,1,1,0.026267122718722113,0.10602272969177218,3.8786322071193355,85.0,-247.0
45,4.112237119783316,111,1,1,0.10602272969177218,0.1445512708261436,3.9846549368111077,111.0,-136.0
46,4.25678839060946,84,1,1,0.1445512708261436,0.18010775326305595,4.129206207637251,84.0,-52.0
47,4.436896143872516,95,1,1,0.18010775326305595,0.02385273419118228,4.309313960900307,95.0,43.0
48,4.460748878063698,86,1,1,0.02385273419118228,inf,4.3331666950914896,86.0,129.0
