packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.0768849001987098,231,1,1,inf,0.03876034600330561,0.0,231.0,231.0
1,0.11564524620201541,192,1,1,0.03876034600330561,0.05062593905370599,0.03876034600330561,192.0,423.0
2,0.1662711852557214,208,-1,1,0.05062593905370599,0.03249537325974222,0.0893862850570116,-208.0,215.0
3,0.19876655851546363,199,-1,1,0.03249537325974222,0.2752755398628486,0.12188165831675382,-199.0,16.0
4,0.47404209837831224,215,-1,1,0.2752755398628486,0.062314102266383786,0.39715719817960243,-215.0,-199.0
5,0.536356200644696,200,-1,1,0.062314102266383786,0.1912497319063755,0.4594713004459862,-200.0,-399.0
6,0.7276059325510715,209,1,1,0.1912497319063755,0.023923148354617507,0.6507210323523618,209.0,-190.0
7,0.751529080905689,202,-1,1,0.023923148354617507,1.2359510701664966e-05,0.6746441807069792,-202.0,-392.0
8,0.7515414404163907,191,1,1,1.2359510701664966e-05,0.009749846111875682,0.674656540217681,191.0,-201.0
9,0.7612912865282664,180,-1,1,0.009749846111875682,0.019251297403492518,0.6844063863295566,-180.0,-381.0
10,0.7805425839317589,200,-1,1,0.019251297403492518,0.07233160445921549,0.703657683733049,-200.0,-581.0
11,0.8528741883909744,188,-1,1,0.07233160445921549,0.2120183113133286,0.7759892881922645,-188.0,-769.0
12,1.064892499704303,203,-1,1,0.2120183113133286,0.1536149896613992,0.9880075995055932,-203.0,-972.0
13,1.2185074893657022,194,1,1,0.1536149896613992,0.07546421768219536,1.1416225891669924,194.0,-778.0
14,1.2939717070478975,206,-1,1,0.07546421768219536,0.03199819666537662,1.2170868068491878,-206.0,-984.0
15,1.3259699037132742,207,1,1,0.03199819666537662,0.002673845674651343,1.2490850035145644,207.0,-777.0
16,1.3286437493879255,183,-1,1,0.002673845674651343,0.20379820004840932,1.2517588491892158,-183.0,-960.0
17,1.5324419494363348,200,-1,1,0.20379820004840932,0.03221877638879089,1.455557049237625,-200.0,-1160.0
18,1.5646607258251257,189,1,1,0.03221877638879089,0.01568998705898772,1.487775825626416,189.0,-971.0
19,1.5803507128841134,194,1,1,0.01568998705898772,0.07040294463883012,1.5034658126854037,194.0,-777.0
20,1.6507536575229436,190,-1,1,0.07040294463883012,0.04081106023145886,1.5738687573242338,-190.0,-967.0
21,1.6915647177544024,215,-1,1,0.04081106023145886,0.017637379512324136,1.6146798175556927,-215.0,-1182.0
22,1.7092020972667266,188,1,1,0.017637379512324136,0.024755148158164042,1.6323171970680168,188.0,-994.0
23,1.7339572454248906,197,1,1,0.024755148158164042,0.18110502365415404,1.6570723452261809,197.0,-797.0
24,1.9150622690790446,229,1,1,0.18110502365415404,0.12742094075147392,1.838177368880335,229.0,-568.0
25,2.0424832098305186,209,1,1,0.12742094075147392,0.005286103665789188,1.9655983096318088,209.0,-359.0
26,2.0477693134963078,199,1,1,0.005286103665789188,0.09762327279602756,1.970884413297598,199.0,-160.0
27,2.1453925862923353,197,-1,1,0.09762327279602756,0.03372494854714425,2.0685076860936253,-197.0,-357.0
28,2.1791175348394796,209,-1,1,0.03372494854714425,0.16754812803867303,2.1022326346407696,-209.0,-566.0
29,2.3466656628781526,220,1,1,0.16754812803867303,0.07893777423637749,2.2697807626794426,220.0,-346.0
30,2.42560343711453,203,-1,1,0.07893777423637749,0.0018438989368645409,2.34871853691582,-203.0,-549.0
31,2.4274473360513946,225,-1,1,0.0018438989368645409,0.0016241445111946362,2.3505624358526847,-225.0,-774.0
32,2.4290714805625893,210,1,1,0.0016241445111946362,0.27339178614431514,2.3521865803638793,210.0,-564.0
33,2.7024632667069044,187,1,1,0.27339178614431514,0.04952569145606045,2.6255783665081944,187.0,-377.0
34,2.751988958162965,219,-1,1,0.04952569145606045,0.24152557493523563,2.675104057964255,-219.0,-596.0
35,2.9935145330982005,200,-1,1,0.24152557493523563,0.17118326607495016,2.9166296328994905,-200.0,-796.0
36,3.1646977991731506,223,1,1,0.17118326607495016,0.009471776480479477,3.0878128989744407,223.0,-573.0
37,3.17416957565363,196,1,1,0.009471776480479477,0.0443541358949906,3.09728467545492,196.0,-377.0
38,3.2185237115486207,193,-1,1,0.0443541358949906,0.0019167658902148332,3.1416388113499107,-193.0,-570.0
39,3.2204404774388355,188,-1,1,0.0019167658902148332,0.05978855878226241,3.1435555772401256,-188.0,-758.0
40,3.280229036221098,204,1,1,0.05978855878226241,0.0030838921491471716,3.203344136022388,204.0,-554.0
41,3.283312928370245,201,1,1,0.0030838921491471716,0.03151957510427783,3.206428028171535,201.0,-353.0
42,3.314832503474523,203,1,1,0.03151957510427783,0.0002585917622104361,3.237947603275813,203.0,-150.0
43,3.3150910952367334,197,-1,1,0.0002585917622104361,0.05687123887387324,3.2382061950380234,-197.0,-347.0
44,3.3719623341106066,179,-1,1,0.05687123887387324,0.08847295767128083,3.2950774339118967,-179.0,-526.0
45,3.4604352917818875,187,1,1,0.08847295767128083,0.48263475797869315,3.3835503915831775,187.0,-339.0
46,3.9430700497605806,213,-1,1,0.48263475797869315,0.05718517847488558,3.8661851495618706,-213.0,-552.0
47,4.000255228235466,221,-1,1,0.05718517847488558,inf,3.9233703280367562,-221.0,-773.0
