packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.14351905168446263,231,1,1,inf,0.26975341552126275,0.0,231.0,231.0
1,0.4132724672057254,192,1,1,0.26975341552126275,0.12420805786885447,0.26975341552126275,192.0,423.0
2,0.5374805250745799,208,-1,1,0.12420805786885447,0.07286308736197178,0.3939614733901172,-208.0,215.0
3,0.6103436124365517,199,1,1,0.07286308736197178,0.21582388718730083,0.466824560752089,199.0,414.0
4,0.8261674996238525,215,-1,1,0.21582388718730083,0.08066156790933621,0.6826484479393898,-215.0,199.0
5,0.9068290675331887,200,1,1,0.08066156790933621,0.08524770714554286,0.763310015848726,200.0,399.0
6,0.9920767746787316,209,-1,1,0.08524770714554286,0.05007652246339922,0.8485577229942689,-209.0,190.0
7,1.0421532971421308,202,-1,1,0.05007652246339922,0.2611106136244372,0.8986342454576681,-202.0,-12.0
8,1.303263910766568,191,1,1,0.2611106136244372,0.0005559846775384791,1.1597448590821053,191.0,179.0
9,1.3038198954441065,180,1,1,0.0005559846775384791,0.13037876008102045,1.1603008437596438,180.0,359.0
10,1.434198655525127,200,-1,1,0.13037876008102045,0.04396740622016582,1.2906796038406643,-200.0,159.0
11,1.4781660617452927,188,1,1,0.04396740622016582,0.023944220173273356,1.33464701006083,188.0,347.0
12,1.502110281918566,203,-1,1,0.023944220173273356,0.04494599605632188,1.3585912302341034,-203.0,144.0
13,1.547056277974888,194,-1,1,0.04494599605632188,0.21061986374124797,1.4035372262904253,-194.0,-50.0
14,1.757676141716136,206,-1,1,0.21061986374124797,0.04514973577179049,1.6141570900316733,-206.0,-256.0
15,1.8028258774879264,207,-1,1,0.04514973577179049,0.06995816756754425,1.6593068258034638,-207.0,-463.0
16,1.8727840450554707,183,1,1,0.06995816756754425,0.14588145597471192,1.729264993371008,183.0,-280.0
17,2.0186655010301826,200,-1,1,0.14588145597471192,0.24589532213960785,1.87514644934572,-200.0,-480.0
18,2.2645608231697905,189,-1,1,0.24589532213960785,0.17508172005205447,2.121041771485328,-189.0,-669.0
19,2.439642543221845,194,1,1,0.17508172005205447,0.05305971977975554,2.2961234915373825,194.0,-475.0
20,2.4927022630016005,190,-1,1,0.05305971977975554,0.09965323386802627,2.349183211317138,-190.0,-665.0
21,2.5923554968696267,215,1,1,0.09965323386802627,0.04184160099940204,2.4488364451851643,215.0,-450.0
22,2.634197097869029,188,1,1,0.04184160099940204,0.04807700854369523,2.4906780461845663,188.0,-262.0
23,2.682274106412724,197,-1,1,0.04807700854369523,0.3282336845943705,2.5387550547282616,-197.0,-459.0
24,3.0105077910070945,229,-1,1,0.3282336845943705,0.10413275303418246,2.866988739322632,-229.0,-688.0
25,3.114640544041277,209,-1,1,0.10413275303418246,0.3166417881264221,2.9711214923568146,-209.0,-897.0
26,3.431282332167699,199,-1,1,0.3166417881264221,0.1626849255364018,3.2877632804832366,-199.0,-1096.0
27,3.593967257704101,197,-1,1,0.1626849255364018,inf,3.4504482060196384,-197.0,-1293.0
