packet_id,timestamp,length,direction,burst_id,gap_before,gap_after,rel_time,viz_bytes,cumulative_sum
0,0.07373171485331467,221,-1,1,inf,0.015384996054512837,0.0,-221.0,-221.0
1,0.08911671090782751,228,1,1,0.015384996054512837,0.03599139149939816,0.015384996054512837,228.0,7.0
2,0.12510810240722567,247,-1,1,0.03599139149939816,0.16451825874475282,0.051376387553910996,-247.0,-240.0
3,0.2896263611519785,209,1,1,0.16451825874475282,0.03849201556174503,0.2158946462986638,209.0,-31.0
4,0.3281183767137235,225,1,1,0.03849201556174503,0.002145424597874146,0.2543866618604088,225.0,194.0
5,0.33026380131159766,231,1,1,0.002145424597874146,0.06586410321004776,0.25653208645828296,231.0,425.0
6,0.3961279045216454,236,-1,1,0.06586410321004776,0.002637094616205149,0.3223961896683307,-236.0,189.0
7,0.3987649991378506,250,1,1,0.002637094616205149,0.07043579036563824,0.32503328428453593,250.0,439.0
8,0.4692007895034888,245,-1,1,0.07043579036563824,0.25014022032595257,0.3954690746501741,-245.0,194.0
9,0.7193410098294414,241,-1,1,0.25014022032595257,0.0231889350093486,0.6456092949761267,-241.0,-47.0
10,0.74252994483879,239,-1,1,0.0231889350093486,0.26000856697749664,0.6687982299854753,-239.0,-286.0
11,1.0025385118162866,263,1,1,0.26000856697749664,0.032479297039360366,0.928806796962972,263.0,-23.0
12,1.035017808855647,238,-1,1,0.032479297039360366,0.019366013500660806,0.9612860940023323,-238.0,-261.0
13,1.0543838223563078,260,-1,1,0.019366013500660806,0.4635751576405698,0.9806521075029931,-260.0,-521.0
14,1.5179589799968776,231,1,1,0.4635751576405698,0.1179770123544881,1.4442272651435628,231.0,-290.0
15,1.6359359923513657,266,-1,1,0.1179770123544881,0.13948913170217403,1.562204277498051,-266.0,-556.0
16,1.7754251240535397,247,1,1,0.13948913170217403,0.012354325364809515,1.701693409200225,247.0,-309.0
17,1.7877794494183492,264,1,1,0.012354325364809515,0.008992549288878937,1.7140477345650345,264.0,-45.0
18,1.7967719987072281,253,-1,1,0.008992549288878937,0.10954909911120359,1.7230402838539134,-253.0,-298.0
19,1.9063210978184317,255,1,1,0.10954909911120359,0.03998380031612325,1.832589382965117,255.0,-43.0
20,1.946304898134555,257,1,1,0.03998380031612325,0.044886952984927175,1.8725731832812402,257.0,214.0
21,1.9911918511194822,271,-1,1,0.044886952984927175,0.07467821645685824,1.9174601362661674,-271.0,-57.0
22,2.0658700675763404,244,1,1,0.07467821645685824,0.05529157095274506,1.9921383527230256,244.0,187.0
23,2.1211616385290855,263,1,1,0.05529157095274506,0.17135809945369296,2.0474299236757707,263.0,450.0
24,2.2925197379827784,268,1,1,0.17135809945369296,0.0846962325359808,2.2187880231294637,268.0,718.0
25,2.377215970518759,247,1,1,0.0846962325359808,0.21295627974102826,2.3034842556654445,247.0,965.0
26,2.5901722502597875,251,1,1,0.21295627974102826,0.16124600506139908,2.5164405354064727,251.0,1216.0
27,2.7514182553211866,266,1,1,0.16124600506139908,0.04306678851110801,2.677686540467872,266.0,1482.0
28,2.7944850438322946,268,1,1,0.04306678851110801,0.1481654756903552,2.72075332897898,268.0,1750.0
29,2.9426505195226498,252,1,1,0.1481654756903552,inf,2.868918804669335,252.0,2002.0
